Year,Sport,Country,Gender,Medal Rank,Medal,Age of Athlete,Event,Name of Athlete or Team
1992,Alpine Skiing,Austria,Women,1,gold,22,Women's Slalom,Petra Kronberger
1992,Alpine Skiing,New Zealand,Women,2,silver,20,Women's Slalom,Annelise Coberger
1992,Alpine Skiing,Spain,Women,3,bronze,28,Women's Slalom,Blanca Fernández Ochoa
1992,Alpine Skiing,Austria,Women,1,gold,22,Women's Combined,Petra Kronberger
1992,Alpine Skiing,Austria,Women,2,silver,24,Women's Combined,Anita Wachter
1992,Alpine Skiing,France,Women,3,bronze,23,Women's Combined,Florence Masnada
1994,Alpine Skiing,Germany,Women,1,gold,21,Women's Downhill,Katja Seizinger
1994,Alpine Skiing,United States,Women,2,silver,22,Women's Downhill,Picabo Street
1994,Alpine Skiing,Italy,Women,3,bronze,18,Women's Downhill,Isolde Kostner
1994,Alpine Skiing,United States,Women,1,gold,26,Women's Super G,Diann Roffe-Steinrotter
1994,Alpine Skiing,Russia,Women,2,silver,22,Women's Super G,Svetlana Gladysheva
1994,Alpine Skiing,Italy,Women,3,bronze,18,Women's Super G,Isolde Kostner
1994,Alpine Skiing,Italy,Women,1,gold,23,Women's Giant Slalom,Deborah Compagnoni
1994,Alpine Skiing,Germany,Women,2,silver,20,Women's Giant Slalom,Martina Ertl-Renz
1994,Alpine Skiing,Switzerland,Women,3,bronze,29,Women's Giant Slalom,Vreni Schneider
1994,Alpine Skiing,Switzerland,Women,1,gold,29,Women's Slalom,Vreni Schneider
1994,Alpine Skiing,Austria,Women,2,silver,24,Women's Slalom,Elfi Eder
1994,Alpine Skiing,Slovenia,Women,3,bronze,18,Women's Slalom,Katja Koren
1994,Alpine Skiing,Sweden,Women,1,gold,23,Women's Combined,Pernilla Wiberg
1994,Alpine Skiing,Switzerland,Women,2,silver,29,Women's Combined,Vreni Schneider
1994,Alpine Skiing,Slovenia,Women,3,bronze,18,Women's Combined,Alenka Dovžan
1998,Alpine Skiing,Germany,Women,1,gold,25,Women's Downhill,Katja Seizinger
1998,Alpine Skiing,Sweden,Women,2,silver,27,Women's Downhill,Pernilla Wiberg
1998,Alpine Skiing,France,Women,3,bronze,29,Women's Downhill,Florence Masnada
1998,Alpine Skiing,United States,Women,1,gold,26,Women's Super G,Picabo Street
1998,Alpine Skiing,Austria,Women,2,silver,24,Women's Super G,Michaela Dorfmeister
1998,Alpine Skiing,Austria,Women,3,bronze,24,Women's Super G,Alexandra Meissnitzer
1998,Alpine Skiing,Italy,Women,1,gold,27,Women's Giant Slalom,Deborah Compagnoni
1998,Alpine Skiing,Austria,Women,2,silver,24,Women's Giant Slalom,Alexandra Meissnitzer
1998,Alpine Skiing,Germany,Women,3,bronze,25,Women's Giant Slalom,Katja Seizinger
1998,Alpine Skiing,Germany,Women,1,gold,22,Women's Slalom,Hilde Gerg
1998,Alpine Skiing,Italy,Women,2,silver,27,Women's Slalom,Deborah Compagnoni
1998,Alpine Skiing,Australia,Women,3,bronze,23,Women's Slalom,Zali Steggall
1998,Alpine Skiing,Germany,Women,1,gold,25,Women's Combined,Katja Seizinger
1998,Alpine Skiing,Germany,Women,2,silver,24,Women's Combined,Martina Ertl-Renz
1998,Alpine Skiing,Germany,Women,3,bronze,22,Women's Combined,Hilde Gerg
2002,Alpine Skiing,France,Women,1,gold,28,Women's Downhill,Carole Montillet-Carles
2002,Alpine Skiing,Italy,Women,2,silver,26,Women's Downhill,Isolde Kostner
2002,Alpine Skiing,Austria,Women,3,bronze,26,Women's Downhill,Renate Götschl
2002,Alpine Skiing,Italy,Women,1,gold,26,Women's Super G,Daniela Ceccarelli
2002,Alpine Skiing,Croatia,Women,2,silver,20,Women's Super G,Janica Kostelić
2002,Alpine Skiing,Italy,Women,3,bronze,23,Women's Super G,Karen Putzer
2002,Alpine Skiing,Croatia,Women,1,gold,20,Women's Giant Slalom,Janica Kostelić
2002,Alpine Skiing,Sweden,Women,2,silver,20,Women's Giant Slalom,Anja Pärson
2002,Alpine Skiing,Switzerland,Women,3,bronze,29,Women's Giant Slalom,Sonja Nef
2002,Alpine Skiing,Croatia,Women,1,gold,20,Women's Slalom,Janica Kostelić
2002,Alpine Skiing,France,Women,2,silver,26,Women's Slalom,Laure Pequegnot
2002,Alpine Skiing,Sweden,Women,3,bronze,20,Women's Slalom,Anja Pärson
2002,Alpine Skiing,Croatia,Women,1,gold,20,Women's Combined,Janica Kostelić
2002,Alpine Skiing,Austria,Women,2,silver,26,Women's Combined,Renate Götschl
2002,Alpine Skiing,Germany,Women,3,bronze,28,Women's Combined,Martina Ertl-Renz
2006,Alpine Skiing,Austria,Women,1,gold,32,Women's Downhill,Michaela Dorfmeister
2006,Alpine Skiing,Switzerland,Women,2,silver,24,Women's Downhill,Martina Schild
2006,Alpine Skiing,Sweden,Women,3,bronze,24,Women's Downhill,Anja Pärson
2006,Alpine Skiing,Austria,Women,1,gold,32,Women's Super G,Michaela Dorfmeister
2006,Alpine Skiing,Croatia,Women,2,silver,24,Women's Super G,Janica Kostelić
2006,Alpine Skiing,Austria,Women,3,bronze,32,Women's Super G,Alexandra Meissnitzer
2006,Alpine Skiing,United States,Women,1,gold,21,Women's Giant Slalom,Julia Mancuso
2006,Alpine Skiing,Finland,Women,2,silver,25,Women's Giant Slalom,Tanja Poutiainen
2006,Alpine Skiing,Sweden,Women,3,bronze,29,Women's Giant Slalom,Anna Ottosson
2006,Alpine Skiing,Sweden,Women,1,gold,24,Women's Slalom,Anja Pärson
2006,Alpine Skiing,Austria,Women,2,silver,22,Women's Slalom,Nicole Hosp
2006,Alpine Skiing,Austria,Women,3,bronze,24,Women's Slalom,Marlies Schild
2006,Alpine Skiing,Croatia,Women,1,gold,24,Women's Combined,Janica Kostelić
2006,Alpine Skiing,Austria,Women,2,silver,24,Women's Combined,Marlies Schild
2006,Alpine Skiing,Sweden,Women,3,bronze,24,Women's Combined,Anja Pärson
2010,Alpine Skiing,United States,Women,1,gold,25,Women's Downhill,Lindsey Kildow-Vonn
2010,Alpine Skiing,United States,Women,2,silver,25,Women's Downhill,Julia Mancuso
2010,Alpine Skiing,Austria,Women,3,bronze,28,Women's Downhill,Elisabeth Görgl
2010,Alpine Skiing,Austria,Women,1,gold,24,Women's Super G,Andrea Fischbacher
2010,Alpine Skiing,Slovenia,Women,2,silver,26,Women's Super G,Tina Maze
2010,Alpine Skiing,United States,Women,3,bronze,25,Women's Super G,Lindsey Kildow-Vonn
2010,Alpine Skiing,Germany,Women,1,gold,20,Women's Giant Slalom,Viktoria Rebensburg
2010,Alpine Skiing,Slovenia,Women,2,silver,26,Women's Giant Slalom,Tina Maze
2010,Alpine Skiing,Austria,Women,3,bronze,28,Women's Giant Slalom,Elisabeth Görgl
2010,Alpine Skiing,Germany,Women,1,gold,25,Women's Slalom,Maria Riesch
2010,Alpine Skiing,Austria,Women,2,silver,28,Women's Slalom,Marlies Schild
2010,Alpine Skiing,Czech Republic,Women,3,bronze,25,Women's Slalom,Šárka Záhrobská
2010,Alpine Skiing,Germany,Women,1,gold,25,Women's Combined,Maria Riesch
2010,Alpine Skiing,United States,Women,2,silver,25,Women's Combined,Julia Mancuso
2010,Alpine Skiing,Sweden,Women,3,bronze,28,Women's Combined,Anja Pärson
2014,Alpine Skiing,Germany,Women,1,gold,29,Women's Super Combined,Maria Hoefl-Riesch
2014,Alpine Skiing,Austria,Women,2,silver,30,Women's Super Combined,Nicole Hosp
2014,Alpine Skiing,United States,Women,3,bronze,29,Women's Super Combined,Julia Mancuso
2014,Alpine Skiing,Slovenia,Women,1,gold,30,Women's Downhill,Tina Maze
2014,Alpine Skiing,Switzerland,Women,1,gold,28,Women's Downhill,Dominique Gisin
2014,Alpine Skiing,Switzerland,Women,2,bronze,22,Women's Downhill,Lara Gut
2014,Alpine Skiing,Austria,Women,1,gold,24,Women's Super G,Anna Fenninger
2014,Alpine Skiing,Germany,Women,2,silver,29,Women's Super G,Maria Hoefl-Riesch
2014,Alpine Skiing,Austria,Women,3,bronze,30,Women's Super G,Nicole Hosp
2014,Alpine Skiing,Slovenia,Women,1,gold,30,Women's Giant Slalom,Tina Maze
2014,Alpine Skiing,Austria,Women,2,silver,24,Women's Giant Slalom,Anna Fenninger
2014,Alpine Skiing,Germany,Women,3,bronze,24,Women's Giant Slalom,Viktoria Rebensburg
2014,Alpine Skiing,United States,Women,1,gold,18,Women's Slalom,Mikaela Shiffrin
2014,Alpine Skiing,Austria,Women,2,silver,32,Women's Slalom,Marlies Schild
2014,Alpine Skiing,Austria,Women,3,bronze,27,Women's Slalom,Kathrin Zettel
1936,Alpine Skiing,Germany,Men,1,gold,27,Men's Combined,Franz Pfnür
1936,Alpine Skiing,Germany,Men,2,silver,25,Men's Combined,Gustav Lantschner
1936,Alpine Skiing,France,Men,3,bronze,23,Men's Combined,Émile Allais
1948,Alpine Skiing,France,Men,1,gold,22,Men's Downhill,Henri Oreiller
1948,Alpine Skiing,Switzerland,Men,3,bronze,27,Men's Downhill,Karl Molitor
1948,Alpine Skiing,Switzerland,Men,3,bronze,23,Men's Downhill,Ralph Olinger
1948,Alpine Skiing,Switzerland,Men,1,gold,27,Men's Slalom,Edy Reinalter
1948,Alpine Skiing,France,Men,2,silver,26,Men's Slalom,James Couttet
1948,Alpine Skiing,France,Men,3,bronze,22,Men's Slalom,Henri Oreiller
1948,Alpine Skiing,France,Men,1,gold,22,Men's Combined,Henri Oreiller
1948,Alpine Skiing,Switzerland,Men,2,silver,27,Men's Combined,Karl Molitor
1948,Alpine Skiing,France,Men,3,bronze,26,Men's Combined,James Couttet
1952,Alpine Skiing,Italy,Men,1,gold,31,Men's Downhill,Zeno Colò
1956,Alpine Skiing,Switzerland,Men,2,silver,24,Men's Downhill,Raymond Fellay
1956,Alpine Skiing,Japan,Men,2,silver,24,Men's Slalom,Chiharu Igaya
1956,Alpine Skiing,Sweden,Men,3,bronze,29,Men's Slalom,Stig Sollander
1960,Alpine Skiing,France,Men,1,gold,22,Men's Downhill,Jean Vuarnet
1960,Alpine Skiing,Germany,Men,2,silver,24,Men's Downhill,Hans Peter Lanig
1960,Alpine Skiing,France,Men,3,bronze,19,Men's Downhill,Guy Périllat
1960,Alpine Skiing,Switzerland,Men,1,gold,23,Men's Giant Slalom,Roger Staub
1960,Alpine Skiing,France,Men,3,bronze,27,Men's Slalom,Charles Bozon
1964,Alpine Skiing,France,Men,2,silver,26,Men's Downhill,Léo Lacroix
1964,Alpine Skiing,Germany,Men,3,bronze,23,Men's Downhill,Wolfgang Bartels
1964,Alpine Skiing,France,Men,1,gold,26,Men's Giant Slalom,François Bonlieu
1964,Alpine Skiing,United States,Men,2,silver,20,Men's Slalom,Billy Kidd
1964,Alpine Skiing,United States,Men,3,bronze,20,Men's Slalom,Jimmy Heuga
1968,Alpine Skiing,France,Men,1,gold,24,Men's Downhill,Jean-Claude Killy
1968,Alpine Skiing,France,Men,2,silver,27,Men's Downhill,Guy Périllat
1968,Alpine Skiing,Switzerland,Men,3,bronze,22,Men's Downhill,Jean-Daniel Dätwyler
1968,Alpine Skiing,France,Men,1,gold,24,Men's Giant Slalom,Jean-Claude Killy
1968,Alpine Skiing,Switzerland,Men,2,silver,24,Men's Giant Slalom,Willy Favre
1968,Alpine Skiing,France,Men,1,gold,24,Men's Slalom,Jean-Claude Killy
1972,Alpine Skiing,Switzerland,Men,1,gold,23,Men's Downhill,Bernhard Russi
1972,Alpine Skiing,Switzerland,Men,2,silver,20,Men's Downhill,Roland Collombin
1972,Alpine Skiing,Italy,Men,1,gold,20,Men's Giant Slalom,Gustavo Thoeni
1972,Alpine Skiing,Switzerland,Men,2,silver,28,Men's Giant Slalom,Edy Bruggmann
1972,Alpine Skiing,Switzerland,Men,3,bronze,22,Men's Giant Slalom,Werner Mattle
1972,Alpine Skiing,Spain,Men,1,gold,21,Men's Slalom,Francisco Fernández Ochoa
1972,Alpine Skiing,Italy,Men,2,silver,20,Men's Slalom,Gustavo Thoeni
1972,Alpine Skiing,Italy,Men,3,bronze,21,Men's Slalom,Rolando Thoeni
1976,Alpine Skiing,Switzerland,Men,2,silver,27,Men's Downhill,Bernhard Russi
1976,Alpine Skiing,Italy,Men,3,bronze,21,Men's Downhill,Herbert Plank
1976,Alpine Skiing,Switzerland,Men,1,gold,27,Men's Giant Slalom,Heini Hemmi
1976,Alpine Skiing,Switzerland,Men,2,silver,26,Men's Giant Slalom,Ernst Good
1976,Alpine Skiing,Sweden,Men,3,bronze,19,Men's Giant Slalom,Ingemar Stenmark
1976,Alpine Skiing,Italy,Men,1,gold,21,Men's Slalom,Piero Gros
1976,Alpine Skiing,Italy,Men,2,silver,24,Men's Slalom,Gustavo Thoeni
1976,Alpine Skiing,Liechtenstein,Men,3,bronze,23,Men's Slalom,Willi Frommelt
1980,Alpine Skiing,Canada,Men,3,bronze,22,Men's Downhill,Steve Podborski
1980,Alpine Skiing,Sweden,Men,1,gold,23,Men's Giant Slalom,Ingemar Stenmark
1980,Alpine Skiing,Liechtenstein,Men,2,silver,21,Men's Giant Slalom,Andi Wenzel
1980,Alpine Skiing,Sweden,Men,1,gold,23,Men's Slalom,Ingemar Stenmark
1980,Alpine Skiing,United States,Men,2,silver,22,Men's Slalom,Phil Mahre
1980,Alpine Skiing,Switzerland,Men,3,bronze,20,Men's Slalom,Jacques Lüthy
1984,Alpine Skiing,United States,Men,1,gold,23,Men's Downhill,Bill Johnson
1984,Alpine Skiing,Switzerland,Men,2,silver,26,Men's Downhill,Peter Müller
1984,Alpine Skiing,Switzerland,Men,1,gold,22,Men's Giant Slalom,Max Julen
1984,Alpine Skiing,Yugoslavia,Men,2,silver,21,Men's Giant Slalom,Jure Franko
1984,Alpine Skiing,Liechtenstein,Men,3,bronze,25,Men's Giant Slalom,Andi Wenzel
1984,Alpine Skiing,United States,Men,1,gold,26,Men's Slalom,Phil Mahre
1984,Alpine Skiing,United States,Men,2,silver,26,Men's Slalom,Steve Mahre
1984,Alpine Skiing,France,Men,3,bronze,22,Men's Slalom,Didier Bouvet
1988,Alpine Skiing,Switzerland,Men,1,gold,25,Men's Downhill,Pirmin Zurbriggen
1988,Alpine Skiing,Switzerland,Men,2,silver,30,Men's Downhill,Peter Müller
1988,Alpine Skiing,France,Men,3,bronze,23,Men's Downhill,Franck Piccard
1988,Alpine Skiing,France,Men,1,gold,23,Men's Super G,Franck Piccard
1988,Alpine Skiing,Sweden,Men,3,bronze,21,Men's Super G,Lars-Börje Eriksson
1988,Alpine Skiing,Italy,Men,1,gold,21,Men's Giant Slalom,Alberto Tomba
1988,Alpine Skiing,Switzerland,Men,3,bronze,25,Men's Giant Slalom,Pirmin Zurbriggen
1988,Alpine Skiing,Italy,Men,1,gold,21,Men's Slalom,Alberto Tomba
1988,Alpine Skiing,West Germany,Men,2,silver,28,Men's Slalom,Frank Wörndl
1988,Alpine Skiing,Liechtenstein,Men,3,bronze,30,Men's Slalom,Paul Frommelt
1988,Alpine Skiing,Switzerland,Men,3,bronze,20,Men's Combined,Paul Accola
1992,Alpine Skiing,France,Men,2,silver,27,Men's Downhill,Franck Piccard
1992,Alpine Skiing,Luxembourg,Men,2,silver,28,Men's Super G,Marc Girardelli
1992,Alpine Skiing,Italy,Men,1,gold,25,Men's Giant Slalom,Alberto Tomba
1992,Alpine Skiing,Luxembourg,Men,2,silver,28,Men's Giant Slalom,Marc Girardelli
1992,Alpine Skiing,Italy,Men,2,silver,25,Men's Slalom,Alberto Tomba
1992,Alpine Skiing,Italy,Men,1,gold,23,Men's Combined,Josef Polig
1992,Alpine Skiing,Italy,Men,2,silver,21,Men's Combined,Gianfranco Martin
1992,Alpine Skiing,Switzerland,Men,3,bronze,24,Men's Combined,Steve Locher
1994,Alpine Skiing,United States,Men,1,gold,23,Men's Downhill,Tommy Moe
1994,Alpine Skiing,Canada,Men,3,bronze,23,Men's Downhill,Ed Podivinsky
1994,Alpine Skiing,Germany,Men,1,gold,30,Men's Super G,Markus Wasmeier
1994,Alpine Skiing,United States,Men,2,silver,23,Men's Super G,Tommy Moe
1994,Alpine Skiing,Germany,Men,1,gold,30,Men's Giant Slalom,Markus Wasmeier
1994,Alpine Skiing,Switzerland,Men,2,silver,27,Men's Giant Slalom,Urs Kälin
1994,Alpine Skiing,Italy,Men,2,silver,27,Men's Slalom,Alberto Tomba
1994,Alpine Skiing,Slovenia,Men,3,bronze,21,Men's Slalom,Jure Košir
1998,Alpine Skiing,France,Men,1,gold,31,Men's Downhill,Jean-Luc Crétier
1998,Alpine Skiing,Switzerland,Men,2,silver,23,Men's Super G,Didier Cuche
1998,Alpine Skiing,Switzerland,Men,3,bronze,28,Men's Giant Slalom,Michael von Grünigen
2002,Alpine Skiing,United States,Men,2,silver,24,Men's Giant Slalom,Bode Miller
2002,Alpine Skiing,France,Men,1,gold,24,Men's Slalom,Jean-Pierre Vidal
2002,Alpine Skiing,France,Men,2,silver,29,Men's Slalom,Sébastien Amiez
2002,Alpine Skiing,United States,Men,2,silver,24,Men's Combined,Bode Miller
2006,Alpine Skiing,France,Men,1,gold,29,Men's Downhill,Antoine Dénériaz
2006,Alpine Skiing,Switzerland,Men,3,bronze,33,Men's Downhill,Bruno Kernen
2006,Alpine Skiing,Switzerland,Men,3,bronze,28,Men's Super G,Ambrosi Hoffmann
2006,Alpine Skiing,France,Men,2,silver,32,Men's Giant Slalom,Joël Chenal
2006,Alpine Skiing,United States,Men,1,gold,21,Men's Combined,Ted Ligety
2006,Alpine Skiing,Croatia,Men,2,silver,26,Men's Combined,Ivica Kostelić
2010,Alpine Skiing,Switzerland,Men,1,gold,32,Men's Downhill,Didier Défago
2010,Alpine Skiing,United States,Men,3,bronze,32,Men's Downhill,Bode Miller
2010,Alpine Skiing,United States,Men,2,silver,32,Men's Super G,Bode Miller
2010,Alpine Skiing,United States,Men,3,bronze,24,Men's Super G,Andrew Weibrecht
2010,Alpine Skiing,Switzerland,Men,1,gold,23,Men's Giant Slalom,Carlo Janka
2010,Alpine Skiing,Italy,Men,1,gold,25,Men's Slalom,Giuliano Razzoli
2010,Alpine Skiing,Croatia,Men,2,silver,30,Men's Slalom,Ivica Kostelić
2010,Alpine Skiing,Sweden,Men,3,bronze,27,Men's Slalom,André Myhrer
2010,Alpine Skiing,United States,Men,1,gold,32,Men's Combined,Bode Miller
2010,Alpine Skiing,Croatia,Men,2,silver,30,Men's Combined,Ivica Kostelić
2010,Alpine Skiing,Switzerland,Men,3,bronze,28,Men's Combined,Silvan Zurbriggen
2014,Alpine Skiing,Italy,Men,2,silver,29,Men's Downhill,Christof Innerhofer
2014,Alpine Skiing,Switzerland,Men,1,gold,28,Men's Super Combined,Sandro Viletta
2014,Alpine Skiing,Croatia,Men,2,silver,34,Men's Super Combined,Ivica Kostelic
2014,Alpine Skiing,Italy,Men,3,bronze,29,Men's Super Combined,Christof Innerhofer
2014,Alpine Skiing,United States,Men,2,silver,28,Men's Super G,Andrew Weibrecht
2014,Alpine Skiing,Canada,Men,3,bronze,32,Men's Super G,Jan Hudec
2014,Alpine Skiing,United States,Men,3,bronze,36,Men's Super G,Bode Miller
2014,Alpine Skiing,United States,Men,1,gold,29,Men's Giant Slalom,Ted Ligety
2014,Alpine Skiing,France,Men,2,silver,29,Men's Giant Slalom,Steve Missillier
2014,Alpine Skiing,France,Men,3,bronze,22,Men's Giant Slalom,Alexis Pinturault
1948,Alpine Skiing,Austria,Men,2,silver,26,Men's Downhill,Franz Gabl
1952,Alpine Skiing,Austria,Men,2,silver,23,Men's Downhill,Othmar Schneider
1952,Alpine Skiing,Austria,Men,3,bronze,24,Men's Downhill,Christian Pravda
1952,Alpine Skiing,Austria,Men,2,silver,24,Men's Giant Slalom,Christian Pravda
1952,Alpine Skiing,Austria,Men,3,bronze,21,Men's Giant Slalom,Toni Spiß
1952,Alpine Skiing,Austria,Men,1,gold,23,Men's Slalom,Othmar Schneider
1956,Alpine Skiing,Austria,Men,1,gold,20,Men's Downhill,Toni Sailer
1956,Alpine Skiing,Austria,Men,3,bronze,24,Men's Downhill,Anderl Molterer
1956,Alpine Skiing,Austria,Men,1,gold,20,Men's Giant Slalom,Toni Sailer
1956,Alpine Skiing,Austria,Men,2,silver,24,Men's Giant Slalom,Anderl Molterer
1956,Alpine Skiing,Austria,Men,3,bronze,26,Men's Giant Slalom,Walter Schuster
1956,Alpine Skiing,Austria,Men,1,gold,20,Men's Slalom,Toni Sailer
1960,Alpine Skiing,Austria,Men,2,silver,22,Men's Giant Slalom,Pepi Stiegler
1960,Alpine Skiing,Austria,Men,3,bronze,27,Men's Giant Slalom,Ernst Hinterseer
1960,Alpine Skiing,Austria,Men,1,gold,27,Men's Slalom,Ernst Hinterseer
1960,Alpine Skiing,Austria,Men,2,silver,24,Men's Slalom,Hias Leitner
1964,Alpine Skiing,Austria,Men,1,gold,24,Men's Downhill,Egon Zimmermann
1964,Alpine Skiing,Austria,Men,2,silver,25,Men's Giant Slalom,Karl Schranz
1964,Alpine Skiing,Austria,Men,3,bronze,26,Men's Giant Slalom,Pepi Stiegler
1964,Alpine Skiing,Austria,Men,1,gold,26,Men's Slalom,Pepi Stiegler
1968,Alpine Skiing,Austria,Men,3,bronze,28,Men's Giant Slalom,Heini Messner
1968,Alpine Skiing,Austria,Men,2,silver,23,Men's Slalom,Herbert Huber
1968,Alpine Skiing,Austria,Men,3,bronze,19,Men's Slalom,Alfred Matt
1972,Alpine Skiing,Austria,Men,3,bronze,32,Men's Downhill,Heini Messner
1976,Alpine Skiing,Austria,Men,1,gold,22,Men's Downhill,Franz Klammer
1980,Alpine Skiing,Austria,Men,1,gold,21,Men's Downhill,Leonhard Stock
1980,Alpine Skiing,Austria,Men,2,silver,21,Men's Downhill,Peter Wirnsberger
1980,Alpine Skiing,Austria,Men,3,bronze,21,Men's Giant Slalom,Hans Enn
1984,Alpine Skiing,Austria,Men,3,bronze,25,Men's Downhill,Anton Steiner
1988,Alpine Skiing,Austria,Men,2,silver,21,Men's Super G,Helmut Mayer
1988,Alpine Skiing,Austria,Men,2,silver,25,Men's Giant Slalom,Hubert Strolz
1988,Alpine Skiing,Austria,Men,1,gold,25,Men's Combined,Hubert Strolz
1988,Alpine Skiing,Austria,Men,2,silver,22,Men's Combined,Bernhard Gstrein
1992,Alpine Skiing,Austria,Men,1,gold,24,Men's Downhill,Patrick Ortlieb
1992,Alpine Skiing,Austria,Men,3,bronze,27,Men's Downhill,Günther Mader
1992,Alpine Skiing,Austria,Men,3,bronze,26,Men's Slalom,Michael Tritscher
1994,Alpine Skiing,Austria,Men,3,bronze,22,Men's Giant Slalom,Christian Mayer
1994,Alpine Skiing,Austria,Men,1,gold,28,Men's Slalom,Thomas Stangassinger
1998,Alpine Skiing,Austria,Men,3,bronze,30,Men's Downhill,Hannes Trinkl
1998,Alpine Skiing,Austria,Men,1,gold,25,Men's Super G,Hermann Maier
1998,Alpine Skiing,Austria,Men,2,silver,26,Men's Super G,Hans Knauss
1998,Alpine Skiing,Austria,Men,1,gold,25,Men's Giant Slalom,Hermann Maier
1998,Alpine Skiing,Austria,Men,2,silver,28,Men's Giant Slalom,Stephan Eberharter
1998,Alpine Skiing,Austria,Men,3,bronze,29,Men's Slalom,Thomas Sykora
1998,Alpine Skiing,Austria,Men,1,gold,27,Men's Combined,Mario Reiter
1998,Alpine Skiing,Austria,Men,3,bronze,26,Men's Combined,Christian Mayer
2002,Alpine Skiing,Austria,Men,1,gold,29,Men's Downhill,Fritz Strobl
2002,Alpine Skiing,Austria,Men,3,bronze,32,Men's Downhill,Stephan Eberharter
2002,Alpine Skiing,Austria,Men,2,silver,32,Men's Super G,Stephan Eberharter
2002,Alpine Skiing,Austria,Men,3,bronze,27,Men's Super G,Andreas Schifferer
2002,Alpine Skiing,Austria,Men,1,gold,32,Men's Giant Slalom,Stephan Eberharter
2002,Alpine Skiing,Austria,Men,3,bronze,23,Men's Slalom,Benjamin Raich
2002,Alpine Skiing,Austria,Men,3,bronze,23,Men's Combined,Benjamin Raich
2006,Alpine Skiing,Austria,Men,2,silver,30,Men's Downhill,Michael Walchhofer
2006,Alpine Skiing,Austria,Men,2,silver,33,Men's Super G,Hermann Maier
2006,Alpine Skiing,Austria,Men,1,gold,27,Men's Giant Slalom,Benjamin Raich
2006,Alpine Skiing,Austria,Men,3,bronze,33,Men's Giant Slalom,Hermann Maier
2006,Alpine Skiing,Austria,Men,1,gold,27,Men's Slalom,Benjamin Raich
2006,Alpine Skiing,Austria,Men,2,silver,27,Men's Slalom,Reinfried Herbst
2006,Alpine Skiing,Austria,Men,3,bronze,28,Men's Slalom,Rainer Schönfelder
2006,Alpine Skiing,Austria,Men,3,bronze,28,Men's Combined,Rainer Schönfelder
2014,Alpine Skiing,Austria,Men,1,gold,23,Men's Downhill,Matthias Mayer
2014,Alpine Skiing,Austria,Men,1,gold,34,Men's Slalom,Mario Matt
2014,Alpine Skiing,Austria,Men,2,silver,24,Men's Slalom,Marcel Hirscher
1924,Cross-Country Skiing,Finland,Men,3,bronze,28,Men's 18 Kilometers,Tapani Niku
1928,Cross-Country Skiing,Sweden,Men,1,gold,30,Men's 50 Kilometers,Per Erik Hedlund
1928,Cross-Country Skiing,Sweden,Men,2,silver,24,Men's 50 Kilometers,Gustaf Jonsson
1928,Cross-Country Skiing,Sweden,Men,3,bronze,32,Men's 50 Kilometers,Volger Andersson
1932,Cross-Country Skiing,Sweden,Men,1,gold,30,Men's 18 Kilometers,Sven Utterström
1932,Cross-Country Skiing,Sweden,Men,2,silver,24,Men's 18 Kilometers,Axel Wikström
1932,Cross-Country Skiing,Finland,Men,3,bronze,29,Men's 18 Kilometers,Veli Saarinen
1932,Cross-Country Skiing,Finland,Men,1,gold,29,Men's 50 Kilometers,Veli Saarinen
1932,Cross-Country Skiing,Finland,Men,2,silver,28,Men's 50 Kilometers,Väinö Liikkanen
1936,Cross-Country Skiing,Sweden,Men,1,gold,23,Men's 18 Kilometers,Erik Larsson
1936,Cross-Country Skiing,Finland,Men,3,bronze,26,Men's 18 Kilometers,Pekka Niemi
1936,Cross-Country Skiing,Sweden,Men,1,gold,26,Men's 50 Kilometers,Elis Wiklund
1936,Cross-Country Skiing,Sweden,Men,2,silver,28,Men's 50 Kilometers,Axel Wikström
1936,Cross-Country Skiing,Sweden,Men,3,bronze,28,Men's 50 Kilometers,Nils Englund
1948,Cross-Country Skiing,Sweden,Men,1,gold,29,Men's 18 Kilometers,Martin Lundström
1948,Cross-Country Skiing,Sweden,Men,2,silver,29,Men's 18 Kilometers,Nils Östensson
1948,Cross-Country Skiing,Sweden,Men,3,bronze,27,Men's 18 Kilometers,Gunnar Eriksson
1948,Cross-Country Skiing,Sweden,Men,1,gold,30,Men's 50 Kilometers,Nils Karlsson
1948,Cross-Country Skiing,Sweden,Men,2,silver,26,Men's 50 Kilometers,Harald Ericson
1948,Cross-Country Skiing,Finland,Men,3,bronze,26,Men's 50 Kilometers,Benjam Vanninen
1952,Cross-Country Skiing,Finland,Men,2,silver,25,Men's 18 Kilometers,Tapio Mäkelä
1952,Cross-Country Skiing,Finland,Men,3,bronze,29,Men's 18 Kilometers,Paavo Lonkila
1952,Cross-Country Skiing,Finland,Men,1,gold,27,Men's 50 Kilometers,Veikko Hakulinen
1952,Cross-Country Skiing,Finland,Men,2,silver,33,Men's 50 Kilometers,Eero Kolehmainen
1956,Cross-Country Skiing,Sweden,Men,2,silver,26,Men's 15 Kilometers,Sixten Jernberg
1956,Cross-Country Skiing,Soviet Union,Men,3,bronze,26,Men's 15 Kilometers,Pavel Kolchin
1956,Cross-Country Skiing,Finland,Men,1,gold,31,Men's 30 Kilometers,Veikko Hakulinen
1956,Cross-Country Skiing,Sweden,Men,2,silver,26,Men's 30 Kilometers,Sixten Jernberg
